magnitude,latitude,longitude,depth,Referencia de localizacion,date_utc,time_utc
4.2,16.3965,-98.559,7,"36 km al SUROESTE de OMETEPEC, GRO",2018-01-27,0:02:12
4.2,17.79,-102.2,15,"18 km al SUR de CD LAZARO CARDENAS, MICH",2018-01-27,1:11:11
4.2,15.3957,-94.6852,16.4,"103 km al SURESTE de SALINA CRUZ, OAX",2018-01-27,3:05:41
4,14.9943,-94.3873,16.4,"138 km al SUROESTE de TONALA, CHIS",2018-01-27,3:46:56
4,15.3887,-94.7422,13.7,"100 km al SURESTE de SALINA CRUZ, OAX",2018-01-27,11:22:58
4,17.014,-94.5753,132.8,"52 km al NORESTE de MATIAS ROMERO, OAX",2018-01-27,20:37:51
4,15.5237,-94.9253,17.8,"78 km al SURESTE de SALINA CRUZ, OAX",2018-01-28,4:50:52
4,15.5537,-94.9372,13,"75 km al SURESTE de SALINA CRUZ, OAX",2018-01-28,5:47:05
4.2,26.275,-110.766,10,"65 km al NORESTE de LORETO, BCS",2018-01-28,8:26:26
4,16.2908,-95.9693,69.6,"60 km al NORESTE de CRUCECITA, OAX",2018-01-28,12:46:41
4,16.7295,-94.5383,45.2,"42 km al NORESTE de UNION HIDALGO, OAX",2018-01-28,15:32:32
4.7,15.7308,-94.9175,15.8,"58 km al SURESTE de SALINA CRUZ, OAX",2018-01-28,17:05:24
4,15.347,-94.7593,17.9,"104 km al SURESTE de SALINA CRUZ, OAX",2018-01-28,19:22:17
4,15.3815,-94.7537,25.2,"100 km al SURESTE de SALINA CRUZ, OAX",2018-01-28,21:09:15
4,15.8477,-95.1843,11.4,"37 km al SUR de SALINA CRUZ, OAX",2018-01-28,21:34:18
4.1,15.4878,-94.9023,22.7,"83 km al SURESTE de SALINA CRUZ, OAX",2018-01-29,1:59:01
4.3,16.7628,-94.606,10,"40 km al NORESTE de UNION HIDALGO, OAX",2018-01-29,9:50:18
4,16.0713,-95.1962,57.6,"12 km al SUR de SALINA CRUZ, OAX",2018-01-29,14:38:40
4.6,17.4137,-101.631,16.3,"27 km al SUROESTE de ZIHUATANEJO, GRO",2018-01-29,17:41:56
4.2,25.5812,-105.238,5,"62 km al NORESTE de SGO PAPASQUIARO, DGO",2018-01-30,0:24:14
4.6,25.5573,-104.967,13,"73 km al NORESTE de SGO PAPASQUIARO, DGO",2018-01-30,1:00:59
4,17.1722,-101.377,10,"42 km al SUROESTE de PETATLAN, GRO",2018-01-30,1:29:11
4.4,14.9393,-94.3028,17,"140 km al SUROESTE de TONALA, CHIS",2018-01-30,7:09:26
4.3,16.0415,-96.1247,58.8,"30 km al NORTE de CRUCECITA, OAX",2018-01-30,12:47:13
4.3,16.4878,-94.6405,98.5,"20 km al ESTE de UNION HIDALGO, OAX",2018-01-30,13:18:36
4.2,25.5202,-105.124,10,"61 km al NORESTE de SGO PAPASQUIARO, DGO",2018-01-30,15:25:36
4.2,15.742,-94.9195,27.6,"57 km al SURESTE de SALINA CRUZ, OAX",2018-01-30,20:50:17
4.1,18.7365,-107.049,15,"267 km al OESTE de CIHUATLAN, JAL",2018-01-30,21:54:48
4,15.4105,-94.7197,35.8,"99 km al SURESTE de SALINA CRUZ, OAX",2018-01-31,0:47:50
4,18.6685,-107.036,10,"268 km al OESTE de CIHUATLAN, JAL",2018-01-31,2:03:03
4.4,15.563,-92.167,188.4,"11 km al SUR de FRONTERA COMALAPA, CHIS",2018-01-31,3:33:49
4,15.636,-95.0407,23.5,"63 km al SURESTE de SALINA CRUZ, OAX",2018-01-31,7:32:20
4.1,15.7658,-92.4737,203.1,"38 km al NOROESTE de FRONTERA COMALAPA, CHIS",2018-01-31,10:39:14
4.2,15.2198,-94.5718,18,"126 km al SURESTE de SALINA CRUZ, OAX",2018-01-31,19:34:23
4,15.0805,-94.3892,16.3,"130 km al SUROESTE de TONALA, CHIS",2018-01-31,19:54:55
4.1,15.4178,-94.6312,16.1,"104 km al SURESTE de SALINA CRUZ, OAX",2018-02-01,0:16:57
4.1,15.4365,-94.8083,26.4,"92 km al SURESTE de SALINA CRUZ, OAX",2018-02-01,2:41:13
4.1,16.3388,-95.0253,30.5,"10 km al SUR de JUCHITAN DE ZARAGOZA, OAX",2018-02-01,4:11:01
4.1,15.0545,-94.2557,15,"126 km al SUROESTE de TONALA, CHIS",2018-02-01,7:11:39
4.3,14.307,-92.3273,47.1,"45 km al SUROESTE de CD HIDALGO, CHIS",2018-02-01,8:13:14
4.2,15.4148,-94.7667,20,"97 km al SURESTE de SALINA CRUZ, OAX",2018-02-01,8:42:51
4,15.554,-94.7807,16,"82 km al SURESTE de SALINA CRUZ, OAX",2018-02-01,14:39:14
4,15.8713,-96.2867,37.3,"20 km al NOROESTE de CRUCECITA, OAX",2018-02-01,17:02:15
4,15.3607,-94.1725,16.1,"92 km al SUROESTE de TONALA, CHIS",2018-02-01,19:31:48
4,15.4063,-94.784,16.4,"96 km al SURESTE de SALINA CRUZ, OAX",2018-02-01,21:10:12
4,16.5158,-94.943,23.9,"12 km al NORESTE de JUCHITAN DE ZARAGOZA, OAX",2018-02-02,1:16:57
4.4,15.2823,-94.697,17.2,"113 km al SURESTE de SALINA CRUZ, OAX",2018-02-02,1:56:24
4.1,15.3552,-94.7918,16.2,"101 km al SURESTE de SALINA CRUZ, OAX",2018-02-02,3:04:03
4,15.0192,-94.5218,23.4,"144 km al SUROESTE de TONALA, CHIS",2018-02-02,3:38:41
4.4,16.1012,-95.1408,43,"11 km al SURESTE de SALINA CRUZ, OAX",2018-02-02,3:58:59
4,15.1197,-93.7347,35,"84 km al SUROESTE de PIJIJIAPAN, CHIS",2018-02-02,5:20:33
4,15.4897,-94.9275,34.2,"82 km al SURESTE de SALINA CRUZ, OAX",2018-02-02,16:18:43
4,16.8593,-94.869,9.8,"18 km al ESTE de MATIAS ROMERO, OAX",2018-02-02,17:33:45
4.4,14.7342,-92.0715,103.3,"11 km al NORESTE de CD HIDALGO, CHIS",2018-02-03,0:28:00
4,17.1535,-101.357,12.1,"43 km al SUR de PETATLAN, GRO",2018-02-03,1:09:11
4,16.1295,-95.2032,48.6,"6 km al SUR de SALINA CRUZ, OAX",2018-02-03,4:30:18
4,16.1968,-97.8673,4.9,"25 km al SURESTE de PINOTEPA NACIONAL, OAX",2018-02-03,23:32:54
4.3,16.593,-95.163,66.5,"8 km al NOROESTE de CD IXTEPEC, OAX",2018-02-04,1:15:07
4,17.2788,-101.436,7.7,"33 km al SUROESTE de PETATLAN, GRO",2018-02-04,1:26:10
4,14.3372,-92.6995,46.4,"70 km al SUROESTE de CD HIDALGO, CHIS",2018-02-04,3:05:27
4.4,13.9697,-93.0797,13.1,"127 km al SUROESTE de CD HIDALGO, CHIS",2018-02-04,3:38:30
4.3,17.186,-101.481,13.3,"45 km al SUROESTE de PETATLAN, GRO",2018-02-04,5:27:04
4.1,16.5605,-94.6028,16.3,"26 km al NORESTE de UNION HIDALGO, OAX",2018-02-04,7:21:28
4.3,15.2123,-94.6427,16.6,"123 km al SURESTE de SALINA CRUZ, OAX",2018-02-04,7:50:33
4.5,15.8277,-94.9363,35.3,"48 km al SURESTE de SALINA CRUZ, OAX",2018-02-04,11:36:13
4,16.0958,-95.3242,54.9,"17 km al SUROESTE de SALINA CRUZ, OAX",2018-02-04,12:49:49
4,15.5238,-94.7797,25.9,"85 km al SURESTE de SALINA CRUZ, OAX",2018-02-04,16:40:02
4.9,17.7387,-102.421,9.2,"33 km al SUROESTE de CD LAZARO CARDENAS, MICH",2018-02-05,1:24:20
4.2,14.5207,-92.7323,61.9,"65 km al SUROESTE de CD HIDALGO, CHIS",2018-02-05,6:08:58
4,15.6253,-95.2028,19.2,"62 km al SUR de SALINA CRUZ, OAX",2018-02-05,11:53:10
4,14.9993,-94.3252,16.5,"135 km al SUROESTE de TONALA, CHIS",2018-02-05,12:56:41
4.3,15.258,-94.5567,16,"123 km al SURESTE de SALINA CRUZ, OAX",2018-02-05,13:14:34
4,15.8598,-95.1618,6.3,"36 km al SUR de SALINA CRUZ, OAX",2018-02-05,20:22:04
4,15.7493,-96.7932,7.1,"32 km al SURESTE de PUERTO ESCONDIDO, OAX",2018-02-05,20:32:56
4.3,17.3383,-90.9665,45.1,"51 km al SURESTE de TENOSIQUE, TAB",2018-02-05,21:00:21
4,15.0468,-94.1393,37.7,"122 km al SUROESTE de TONALA, CHIS",2018-02-05,22:03:34
4,15.2643,-94.3187,16,"109 km al SUROESTE de TONALA, CHIS",2018-02-06,0:02:13
4,18.2443,-101.564,16.1,"66 km al NORTE de ZIHUATANEJO, GRO",2018-02-06,1:05:08
4,16.5028,-95.1123,16.9,"7 km al SUR de CD IXTEPEC, OAX",2018-02-06,2:25:51
4.3,15.9992,-96.0657,59.1,"27 km al NORESTE de CRUCECITA, OAX",2018-02-06,2:52:44
4,15.72,-95.2088,28.8,"51 km al SUR de SALINA CRUZ, OAX",2018-02-06,5:06:41
4,15.4267,-94.711,12.1,"98 km al SURESTE de SALINA CRUZ, OAX",2018-02-06,8:03:19
4.1,30.9535,-115.237,5,"39 km al OESTE de SAN FELIPE, BC",2018-02-06,10:06:06
4.1,15.0758,-94.4593,16,"135 km al SUROESTE de TONALA, CHIS",2018-02-06,13:26:58
4.2,15.1243,-94.6225,16.6,"132 km al SURESTE de SALINA CRUZ, OAX",2018-02-06,20:37:54
4,16.807,-93.8158,164,"16 km al NOROESTE de CINTALAPA, CHIS",2018-02-06,23:28:55
4.2,30.0052,-114.149,10.5,"131 km al SURESTE de SAN FELIPE, BC",2018-02-06,23:32:00
4.1,15.038,-94.2195,16.1,"126 km al SUROESTE de TONALA, CHIS",2018-02-07,2:34:53
4.1,15.4913,-94.8807,28.6,"84 km al SURESTE de SALINA CRUZ, OAX",2018-02-07,3:42:50
4.2,16.1267,-98.5835,9.3,"62 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018-02-07,4:43:20
4,16.42,-95.1787,65,"11 km al NORESTE de S BLAS ATEMPA, OAX",2018-02-07,6:14:14
5,15.499,-96.445,17.6,"27 km al SUR de S PEDRO POCHUTLA, OAX",2018-02-07,9:21:04
4,15.4232,-96.4962,15.8,"36 km al SUR de S PEDRO POCHUTLA, OAX",2018-02-07,9:36:03
4.3,17.3348,-94.7248,147.3,"61 km al NORESTE de MATIAS ROMERO, OAX",2018-02-07,13:48:21
4.2,17.8677,-101.702,49.4,"29 km al NOROESTE de ZIHUATANEJO, GRO",2018-02-07,20:40:01
4.3,17.745,-92.5018,10,"10 km al SURESTE de BENITO JUAREZ, TAB",2018-02-07,20:50:31
4,15.848,-94.9427,47.3,"46 km al SURESTE de SALINA CRUZ, OAX",2018-02-08,2:42:04
4,15.4398,-94.8057,17.8,"92 km al SURESTE de SALINA CRUZ, OAX",2018-02-08,5:55:35
4.1,15.0523,-94.3097,10.8,"129 km al SUROESTE de TONALA, CHIS",2018-02-08,7:46:37
4.2,15.0115,-94.3587,22.4,"135 km al SUROESTE de TONALA, CHIS",2018-02-08,9:28:10
4.5,13.8887,-92.3577,3.9,"90 km al SUR de CD HIDALGO, CHIS",2018-02-08,12:04:53
4.1,13.8067,-92.2297,70,"97 km al SUR de CD HIDALGO, CHIS",2018-02-08,12:14:43
4,16.683,-94.926,29.8,"23 km al NORESTE de CD IXTEPEC, OAX",2018-02-08,13:06:25
4.3,17.0225,-99.689,35.9,"28 km al NORESTE de ACAPULCO, GRO",2018-02-08,14:44:25
4.1,13.7028,-92.2913,18.4,"109 km al SUR de CD HIDALGO, CHIS",2018-02-08,18:24:55
4,15.4967,-92.9533,2.1,"9 km al NOROESTE de MAPASTEPEC, CHIS",2018-02-09,3:12:40
4,17.2248,-95.1775,118.9,"42 km al NOROESTE de MATIAS ROMERO, OAX",2018-02-09,6:33:23
4,16.4468,-95.1883,6.2,"14 km al NORESTE de S BLAS ATEMPA, OAX",2018-02-09,9:51:48
4,15.224,-94.549,18.4,"127 km al SURESTE de SALINA CRUZ, OAX",2018-02-09,9:59:13
4,15.0658,-94.3492,21,"130 km al SUROESTE de TONALA, CHIS",2018-02-09,11:30:26
4,18.9488,-105.574,16,"111 km al SUROESTE de CIHUATLAN, JAL",2018-02-09,11:54:20
4.5,18.8382,-104.876,16.7,"55 km al SUROESTE de CIHUATLAN, JAL",2018-02-09,13:56:28
5.9,18.9507,-104.809,3.5,"41 km al SUROESTE de CIHUATLAN, JAL",2018-02-09,14:05:48
4.1,15.9137,-95.0617,16.1,"33 km al SURESTE de SALINA CRUZ, OAX",2018-02-09,17:16:52
4.3,16.5185,-95.4245,51.8,"29 km al NOROESTE de TEHUANTEPEC, OAX",2018-02-09,17:45:43
4.1,15.9642,-95.2062,7.2,"24 km al SUR de SALINA CRUZ, OAX",2018-02-09,20:35:15
4,14.849,-93.8768,10,"117 km al SUROESTE de PIJIJIAPAN, CHIS",2018-02-09,22:30:59
4.4,14.644,-92.6133,73.1,"48 km al SUROESTE de TAPACHULA, CHIS",2018-02-10,1:31:38
4.1,16.5625,-96.2092,42.3,"48 km al NORESTE de MIAHUATLAN, OAX",2018-02-10,1:52:48
4,15.8415,-94.8883,14.6,"50 km al SURESTE de SALINA CRUZ, OAX",2018-02-10,4:16:57
4,16.4263,-95.2727,104.4,"12 km al NOROESTE de TEHUANTEPEC, OAX",2018-02-10,7:08:44
4,15.4002,-94.8272,16.1,"95 km al SURESTE de SALINA CRUZ, OAX",2018-02-10,8:08:49
4.1,18.7945,-104.953,16.1,"64 km al SUROESTE de CIHUATLAN, JAL",2018-02-10,10:14:04
4,13.6302,-92.1595,16.1,"116 km al SUR de CD HIDALGO, CHIS",2018-02-10,10:26:45
5.1,14.9937,-92.513,103.5,"17 km al SUROESTE de HUIXTLA, CHIS",2018-02-10,11:04:13
4.2,17.001,-99.0337,31.8,"44 km al NORESTE de SAN MARCOS, GRO",2018-02-10,11:41:43
4.3,16.0023,-95.9122,43.3,"35 km al NORESTE de CRUCECITA, OAX",2018-02-10,16:54:04
4.2,15.0092,-94.3938,16.3,"137 km al SUROESTE de TONALA, CHIS",2018-02-10,19:47:03
4,17.0933,-94.916,117.1,"28 km al NORESTE de MATIAS ROMERO, OAX",2018-02-11,4:12:27
4,14.4425,-92.8025,16.1,"75 km al SUROESTE de CD HIDALGO, CHIS",2018-02-11,5:03:46
4,16.5218,-95.0982,68.2,"5 km al SUR de CD IXTEPEC, OAX",2018-02-11,5:11:38
4.1,16.238,-95.195,69,"6 km al NORTE de SALINA CRUZ, OAX",2018-02-11,6:47:57
4.3,15.489,-94.763,17.2,"90 km al SURESTE de SALINA CRUZ, OAX",2018-02-11,7:37:15
4.2,15.148,-94.3723,16.1,"123 km al SUROESTE de TONALA, CHIS",2018-02-11,10:59:18
4.1,18.1245,-103.454,4.4,"79 km al SUROESTE de COALCOMAN, MICH",2018-02-11,12:10:46
4.1,15.5297,-94.8638,18.1,"80 km al SURESTE de SALINA CRUZ, OAX",2018-02-11,13:38:55
4,15.5285,-94.8548,16.4,"81 km al SURESTE de SALINA CRUZ, OAX",2018-02-11,22:06:45
4.7,15.507,-93.068,111.3,"20 km al NOROESTE de MAPASTEPEC, CHIS",2018-02-11,23:44:20
4.2,15.1623,-94.361,35.4,"121 km al SUROESTE de TONALA, CHIS",2018-02-12,0:17:09
4,15.2483,-94.3723,18.8,"114 km al SUROESTE de TONALA, CHIS",2018-02-12,2:12:06
4.1,14.929,-93.1305,67.8,"62 km al SUROESTE de MAPASTEPEC, CHIS",2018-02-12,4:28:17
4,18.2368,-97.472,65.9,"16 km al SUROESTE de S GABRIEL CHILAC, PUE",2018-02-12,8:40:54
4.1,14.7667,-93.794,20,"120 km al SUROESTE de PIJIJIAPAN, CHIS",2018-02-12,12:00:00
4,16.413,-94.9535,13.1,"7 km al SURESTE de JUCHITAN DE ZARAGOZA, OAX",2018-02-12,20:23:39
4.2,15.2303,-94.575,26.7,"125 km al SURESTE de SALINA CRUZ, OAX",2018-02-13,0:42:14
4,16.7348,-95.5573,64.2,"52 km al NOROESTE de CD IXTEPEC, OAX",2018-02-13,6:56:58
4,19.5273,-109.085,10,"382 km al SUR de CABO SAN LUCAS, BCS",2018-02-13,10:03:45
4,17.249,-95.9458,51.9,"65 km al NORESTE de TLACOLULA, OAX",2018-02-13,19:02:44
4,16.3348,-98.2592,12.9,"22 km al OESTE de PINOTEPA NACIONAL, OAX",2018-02-14,5:47:39
4.1,15.9935,-98.4128,3.2,"54 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018-02-14,8:32:24
5,15.3193,-95.91,3.4,"55 km al SURESTE de CRUCECITA, OAX",2018-02-14,8:35:31
4,14.7738,-93.7272,9.4,"115 km al SUROESTE de PIJIJIAPAN, CHIS",2018-02-14,11:13:19
4.3,15.9995,-98.4052,16.4,"53 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018-02-14,13:06:38
4.3,15.9648,-98.4165,16.2,"57 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018-02-14,13:12:54
4.3,15.9887,-98.4182,3.1,"55 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018-02-14,13:46:32
4.1,15.983,-98.4098,16.2,"55 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018-02-14,13:56:27
4,15.3275,-94.7217,16.1,"107 km al SURESTE de SALINA CRUZ, OAX",2018-02-14,17:12:42
4,14.7472,-93.7237,20,"118 km al SUROESTE de PIJIJIAPAN, CHIS",2018-02-14,18:53:31
4,16.7238,-95.5422,61.6,"50 km al NOROESTE de CD IXTEPEC, OAX",2018-02-14,22:26:56
4,15.396,-94.7582,17.4,"99 km al SURESTE de SALINA CRUZ, OAX",2018-02-15,4:28:41
4,16.4653,-95.2603,69.3,"16 km al NORTE de TEHUANTEPEC, OAX",2018-02-15,5:07:10
4.1,14.7195,-93.8172,15,"125 km al SUROESTE de PIJIJIAPAN, CHIS",2018-02-15,5:40:59
4,15.2685,-94.7175,31.4,"113 km al SURESTE de SALINA CRUZ, OAX",2018-02-15,5:56:31
4,16.4505,-95.1385,39.7,"13 km al OESTE de JUCHITAN DE ZARAGOZA, OAX",2018-02-15,8:10:44
4.1,16.8272,-94.9757,102,"9 km al SURESTE de MATIAS ROMERO, OAX",2018-02-15,8:35:41
4.1,16.4472,-99.7587,10.1,"49 km al SURESTE de ACAPULCO, GRO",2018-02-15,10:27:21
4.1,15.6742,-95.1115,59.4,"57 km al SUR de SALINA CRUZ, OAX",2018-02-15,15:33:14
4,15.122,-94.2532,16,"119 km al SUROESTE de TONALA, CHIS",2018-02-15,21:52:55
4.9,15.6092,-94.985,22.8,"67 km al SURESTE de SALINA CRUZ, OAX",2018-02-16,1:54:42
4,16.843,-99.1035,6,"31 km al ESTE de SAN MARCOS, GRO",2018-02-16,9:42:04
4,15.4498,-94.705,16.2,"97 km al SURESTE de SALINA CRUZ, OAX",2018-02-16,11:06:05
4,15.2775,-94.829,17.9,"107 km al SURESTE de SALINA CRUZ, OAX",2018-02-16,11:37:08
4.2,15.0312,-94.3575,16.1,"133 km al SUROESTE de TONALA, CHIS",2018-02-16,12:15:37
4.3,24.1262,-108.983,10,"135 km al ESTE de LA PAZ, BCS",2018-02-16,13:47:04
4.1,15.1262,-94.525,24.8,"134 km al SUROESTE de TONALA, CHIS",2018-02-16,16:47:04
4,15.1073,-94.4982,16,"134 km al SUROESTE de TONALA, CHIS",2018-02-16,18:51:32
4,15.9982,-98.3928,2.1,"53 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018-02-16,21:21:43
7.2,16.218,-98.0135,16,"14 km al SURESTE de PINOTEPA NACIONAL, OAX",2018-02-16,23:39:39
5.9,15.8438,-97.9887,24.3,"55 km al SUR de PINOTEPA NACIONAL, OAX",2018-02-17,0:36:51
4,16.2972,-98.0448,14.1,"5 km al SUR de PINOTEPA NACIONAL, OAX",2018-02-17,1:14:33
4.1,16.2755,-98.1142,11.8,"10 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018-02-17,2:01:32
4.1,16.445,-98.03,16.7,"12 km al NORTE de PINOTEPA NACIONAL, OAX",2018-02-17,2:21:10
4,16.21,-98.0513,9.2,"15 km al SUR de PINOTEPA NACIONAL, OAX",2018-02-17,3:05:37
4,16.2927,-98.0698,16,"6 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018-02-17,3:50:17
5.2,16.0715,-97.8015,10,"40 km al OESTE de RIO GRANDE, OAX",2018-02-17,3:54:42
4.1,16.2495,-98.0857,10.9,"11 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018-02-17,4:00:30
4,16.3078,-97.9787,8.7,"9 km al SURESTE de PINOTEPA NACIONAL, OAX",2018-02-17,4:41:55
4.1,15.7347,-98.4742,6.2,"81 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018-02-17,5:14:25
4,15.7617,-98.4138,12.6,"75 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018-02-17,5:45:44
4.1,15.9255,-97.986,10.7,"47 km al SUR de PINOTEPA NACIONAL, OAX",2018-02-17,6:07:33
4.1,16.341,-98.1143,15.8,"7 km al OESTE de PINOTEPA NACIONAL, OAX",2018-02-17,6:23:03
4,15.9277,-97.9842,13.9,"46 km al SUR de PINOTEPA NACIONAL, OAX",2018-02-17,7:19:50
4.3,15.6732,-98.4933,13,"88 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018-02-17,7:23:27
4.2,16.1982,-98.0933,13.7,"16 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018-02-17,9:07:24
4.3,15.8983,-97.9667,14.7,"50 km al SUR de PINOTEPA NACIONAL, OAX",2018-02-17,9:38:08
4.2,22.097,-108.269,16.1,"182 km al SURESTE de SAN JOSE DEL CABO, BCS",2018-02-17,10:49:01
4.2,16.4113,-98.0993,19.2,"9 km al NOROESTE de PINOTEPA NACIONAL, OAX",2018-02-17,12:27:51
4.1,16.2273,-98.052,17.2,"13 km al SUR de PINOTEPA NACIONAL, OAX",2018-02-17,13:16:41
4.2,15.905,-97.9855,10.8,"49 km al SUR de PINOTEPA NACIONAL, OAX",2018-02-17,13:51:11
4.2,16.2237,-98.0642,9,"13 km al SUR de PINOTEPA NACIONAL, OAX",2018-02-17,14:07:37
4.3,16.4417,-99.9748,12.4,"48 km al SUR de ACAPULCO, GRO",2018-02-17,14:57:08
4.1,16.2475,-98.0418,11.4,"10 km al SUR de PINOTEPA NACIONAL, OAX",2018-02-17,16:53:17
4.3,16.2012,-98.1078,7.6,"17 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018-02-17,19:42:46
4,18.262,-94.6993,35.6,"29 km al NORTE de OTEAPAN, VER",2018-02-17,20:30:06
5.3,16.262,-98.1053,12.5,"10 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018-02-17,21:30:43
4.2,16.5938,-98.3498,16.1,"12 km al SURESTE de OMETEPEC, GRO",2018-02-17,21:41:18
4.2,16.264,-98.0768,12.2,"9 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018-02-18,1:51:37
4.1,16.2993,-98.1765,14.7,"14 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018-02-18,3:57:07
4,16.2178,-98.0015,3.2,"15 km al SURESTE de PINOTEPA NACIONAL, OAX",2018-02-18,5:17:04
4.1,15.9532,-98.0017,4,"43 km al SUR de PINOTEPA NACIONAL, OAX",2018-02-18,5:35:24
4.1,32.6358,-115.178,4.9,"27 km al ESTE de MEXICALI, BC",2018-02-18,5:49:44
4,16.313,-98.1675,14.5,"13 km al OESTE de PINOTEPA NACIONAL, OAX",2018-02-18,7:17:40
4,15.0915,-94.1707,16.1,"119 km al SUROESTE de TONALA, CHIS",2018-02-18,12:04:10
4,16.511,-95.3603,53.9,"24 km al NOROESTE de TEHUANTEPEC, OAX",2018-02-18,17:38:20
4.2,17.5475,-101.248,54.7,"3 km al NORESTE de PETATLAN, GRO",2018-02-18,20:54:53
4,15.7802,-95.1477,28.9,"45 km al SUR de SALINA CRUZ, OAX",2018-02-18,21:43:54
4,27.5388,-111.547,5,"74 km al NORESTE de SANTA ROSALIA, BCS",2018-02-18,22:08:40
4,16.2237,-98.0475,11.7,"13 km al SUR de PINOTEPA NACIONAL, OAX",2018-02-18,22:10:19
4.1,16.3005,-98.004,5.8,"7 km al SURESTE de PINOTEPA NACIONAL, OAX",2018-02-19,0:38:43
4,16.4012,-97.7667,12.8,"31 km al ESTE de PINOTEPA NACIONAL, OAX",2018-02-19,1:32:28
4.1,15.8622,-98.1237,16.3,"54 km al SUR de PINOTEPA NACIONAL, OAX",2018-02-19,1:35:33
4.3,15.7067,-93.6645,92.3,"43 km al SUR de TONALA, CHIS",2018-02-19,3:12:28
4,15.822,-95.1213,25,"41 km al SUR de SALINA CRUZ, OAX",2018-02-19,3:22:16
4,15.4102,-94.9193,16,"90 km al SURESTE de SALINA CRUZ, OAX",2018-02-19,5:21:03
4.1,16.2812,-98.131,12,"11 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018-02-19,6:05:51
6,16.2477,-97.775,10.2,"31 km al SURESTE de PINOTEPA NACIONAL, OAX",2018-02-19,6:56:58
4.2,16.4512,-97.8653,10,"23 km al NORESTE de PINOTEPA NACIONAL, OAX",2018-02-19,8:18:33
4.1,15.2252,-94.605,16.1,"123 km al SURESTE de SALINA CRUZ, OAX",2018-02-19,9:50:02
4.2,16.2602,-98.0518,9,"9 km al SUR de PINOTEPA NACIONAL, OAX",2018-02-19,13:12:25
4,25.5582,-105.114,5,"65 km al NORESTE de SGO PAPASQUIARO, DGO",2018-02-19,16:23:33
4.5,19.0892,-108.532,15.4,"384 km al SUROESTE de PUERTO VALLARTA, JAL",2018-02-19,18:16:03
4,15.3903,-94.6025,18.4,"108 km al SURESTE de SALINA CRUZ, OAX",2018-02-19,21:06:44
4,14.5268,-92.7662,24.7,"68 km al OESTE de CD HIDALGO, CHIS",2018-02-19,23:13:11
4.2,15.9383,-97.9625,16.9,"46 km al SUR de PINOTEPA NACIONAL, OAX",2018-02-20,5:18:14
4.1,16.6238,-95.1712,44.8,"10 km al NOROESTE de CD IXTEPEC, OAX",2018-02-20,5:23:30
4.2,15.9348,-98.4205,17.4,"60 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018-02-20,5:39:52
5.1,15.4575,-94.8472,18.1,"88 km al SURESTE de SALINA CRUZ, OAX",2018-02-20,6:28:43
4,15.5755,-94.863,16.1,"76 km al SURESTE de SALINA CRUZ, OAX",2018-02-20,7:26:10
4.3,16.1495,-97.2782,38.4,"23 km al NORESTE de RIO GRANDE, OAX",2018-02-20,7:35:54
4,15.5223,-94.851,25,"82 km al SURESTE de SALINA CRUZ, OAX",2018-02-20,8:08:26
4.4,15.6255,-94.8353,22.6,"73 km al SURESTE de SALINA CRUZ, OAX",2018-02-20,10:04:07
4,31.7997,-116.136,10.7,"42 km al ESTE de RODOLFO SANCHEZ T(MRO), BC",2018-02-20,10:22:31
4.4,14.5928,-92.3885,66.9,"27 km al SUROESTE de CD HIDALGO, CHIS",2018-02-20,11:12:10
4.3,15.681,-97.8595,16.1,"58 km al SUROESTE de RIO GRANDE, OAX",2018-02-20,15:05:49
4.5,15.095,-94.2727,21.6,"123 km al SUROESTE de TONALA, CHIS",2018-02-20,23:18:28
4,16.8088,-94.2867,130.2,"61 km al OESTE de CINTALAPA, CHIS",2018-02-21,0:43:52
4.3,17.3895,-94.5895,134.4,"65 km al SUR de JALTIPAN DE MORELOS, VER",2018-02-21,3:31:07
4.1,16.2298,-98.0888,8.7,"13 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018-02-21,7:19:57
4,17.43,-101.34,5.7,"14 km al SUROESTE de PETATLAN, GRO",2018-02-21,15:43:06
5,15.0718,-94.3358,19.3,"128 km al SUROESTE de TONALA, CHIS",2018-02-21,16:11:31
